project_id,skill_id,score
https://openalex.org/W2981731882,https://openalex.org/C41008148,0.7057639956474304
https://openalex.org/W2981731882,https://openalex.org/C154945302,0.6878196001052856
https://openalex.org/W2981731882,https://openalex.org/C58642233,0.6024889945983887
https://openalex.org/W2981731882,https://openalex.org/C9652623,0.5984302163124084
https://openalex.org/W2981731882,https://openalex.org/C105339364,0.4803275167942047
https://openalex.org/W2981731882,https://openalex.org/C2522767166,0.46746304631233215
https://openalex.org/W2981731882,https://openalex.org/C108583219,0.4650595784187317
https://openalex.org/W2981731882,https://openalex.org/C119857082,0.3765714168548584
https://openalex.org/W2981731882,https://openalex.org/C539667460,0.3303287923336029
https://openalex.org/W3017131514,https://openalex.org/C41008148,0.7312600612640381
https://openalex.org/W3017131514,https://openalex.org/C177606310,0.5928210616111755
https://openalex.org/W3017131514,https://openalex.org/C142039133,0.5304751992225647
https://openalex.org/W3017131514,https://openalex.org/C154945302,0.4722774922847748
https://openalex.org/W3017131514,https://openalex.org/C47177190,0.4661262035369873
https://openalex.org/W3017131514,https://openalex.org/C56739046,0.3874811828136444
https://openalex.org/W3017131514,https://openalex.org/C49774154,0.3340703248977661
https://openalex.org/W2969625533,https://openalex.org/C2777526511,0.8688945770263672
https://openalex.org/W2969625533,https://openalex.org/C70587473,0.711154580116272
https://openalex.org/W2969625533,https://openalex.org/C2778137410,0.5423853993415833
https://openalex.org/W2969625533,https://openalex.org/C22467394,0.5423179268836975
https://openalex.org/W2969625533,https://openalex.org/C108713360,0.44495099782943726
https://openalex.org/W2969625533,https://openalex.org/C56739046,0.4013456702232361
https://openalex.org/W2969625533,https://openalex.org/C144133560,0.38004955649375916
https://openalex.org/W2969625533,https://openalex.org/C127413603,0.37397676706314087
https://openalex.org/W2950865323,https://openalex.org/C2778456923,0.739920437335968
https://openalex.org/W2950865323,https://openalex.org/C138236772,0.6926596164703369
https://openalex.org/W2950865323,https://openalex.org/C41008148,0.6635124683380127
https://openalex.org/W2950865323,https://openalex.org/C162307627,0.6382431983947754
https://openalex.org/W2950865323,https://openalex.org/C2522767166,0.5448420643806458
https://openalex.org/W2950865323,https://openalex.org/C108583219,0.535152018070221
https://openalex.org/W2950865323,https://openalex.org/C157170001,0.5314978957176208
https://openalex.org/W2950865323,https://openalex.org/C75684735,0.5137911438941956
https://openalex.org/W2950865323,https://openalex.org/C110875604,0.4812219440937042
https://openalex.org/W2950865323,https://openalex.org/C154945302,0.47898268699645996
https://openalex.org/W2950865323,https://openalex.org/C2776061582,0.4187500774860382
https://openalex.org/W2950865323,https://openalex.org/C49774154,0.3848430812358856
https://openalex.org/W2950865323,https://openalex.org/C79974875,0.3756628632545471
https://openalex.org/W4247155454,https://openalex.org/C115901376,0.7265713214874268
https://openalex.org/W4247155454,https://openalex.org/C2780451532,0.5663167238235474
https://openalex.org/W4247155454,https://openalex.org/C185874996,0.5635492205619812
https://openalex.org/W4247155454,https://openalex.org/C44725695,0.5604448318481445
https://openalex.org/W4247155454,https://openalex.org/C56739046,0.5080108642578125
https://openalex.org/W4247155454,https://openalex.org/C12713177,0.5067039132118225
https://openalex.org/W4247155454,https://openalex.org/C41008148,0.44834136962890625
https://openalex.org/W4247155454,https://openalex.org/C182306322,0.4373979866504669
https://openalex.org/W4247155454,https://openalex.org/C36503486,0.42720043659210205
https://openalex.org/W4247155454,https://openalex.org/C144024400,0.4068005383014679
https://openalex.org/W4247155454,https://openalex.org/C539667460,0.3310082256793976
https://openalex.org/W4247155454,https://openalex.org/C187736073,0.32134875655174255
https://openalex.org/W4366262984,https://openalex.org/C153701036,0.8516061902046204
https://openalex.org/W4366262984,https://openalex.org/C41008148,0.7248508930206299
https://openalex.org/W4366262984,https://openalex.org/C154945302,0.6316542029380798
https://openalex.org/W2770717476,https://openalex.org/C120912362,0.6238283514976501
https://openalex.org/W2770717476,https://openalex.org/C16443162,0.5488733053207397
https://openalex.org/W2770717476,https://openalex.org/C182306322,0.4971185028553009
https://openalex.org/W2770717476,https://openalex.org/C207267971,0.47327446937561035
https://openalex.org/W2770717476,https://openalex.org/C145420912,0.4168654978275299
https://openalex.org/W2770717476,https://openalex.org/C41008148,0.41395461559295654
https://openalex.org/W2770717476,https://openalex.org/C56739046,0.34126579761505127
https://openalex.org/W2770717476,https://openalex.org/C55587333,0.34007006883621216
https://openalex.org/W4366783381,https://openalex.org/C2777601683,0.6085638403892517
https://openalex.org/W4366783381,https://openalex.org/C554936623,0.5723908543586731
https://openalex.org/W4366783381,https://openalex.org/C120912362,0.5548560619354248
https://openalex.org/W4366783381,https://openalex.org/C179518139,0.5016412734985352
https://openalex.org/W4366783381,https://openalex.org/C145420912,0.4457992911338806
https://openalex.org/W4366783381,https://openalex.org/C15744967,0.4333556294441223
https://openalex.org/W4366783381,https://openalex.org/C133112747,0.43105342984199524
https://openalex.org/W4366783381,https://openalex.org/C2777855551,0.4225904941558838
https://openalex.org/W4366783381,https://openalex.org/C2780385302,0.414997935295105
https://openalex.org/W4366783381,https://openalex.org/C189708586,0.4122489094734192
https://openalex.org/W4366783381,https://openalex.org/C41008148,0.41213729977607727
https://openalex.org/W4366783381,https://openalex.org/C154945302,0.3682510554790497
https://openalex.org/W4360836968,https://openalex.org/C154945302,0.5714225769042969
https://openalex.org/W4360836968,https://openalex.org/C136197465,0.5339922308921814
https://openalex.org/W4360836968,https://openalex.org/C41008148,0.5324937701225281
https://openalex.org/W4360836968,https://openalex.org/C2778061373,0.5254057049751282
https://openalex.org/W4360836968,https://openalex.org/C188147891,0.5064810514450073
https://openalex.org/W4360836968,https://openalex.org/C169900460,0.5020291805267334
https://openalex.org/W4360836968,https://openalex.org/C162027153,0.4350746273994446
https://openalex.org/W4360836968,https://openalex.org/C179518139,0.4340393543243408
https://openalex.org/W4360836968,https://openalex.org/C180747234,0.32505902647972107
https://openalex.org/W4360836968,https://openalex.org/C119857082,0.3214932978153229
https://openalex.org/W4360836968,https://openalex.org/C15744967,0.30046790838241577
https://openalex.org/W3113317199,https://openalex.org/C2985681428,0.6885191202163696
https://openalex.org/W3113317199,https://openalex.org/C192562407,0.4280732274055481
https://openalex.org/W3113317199,https://openalex.org/C2984967376,0.41713234782218933
https://openalex.org/W3113317199,https://openalex.org/C154945302,0.4053250551223755
https://openalex.org/W3113317199,https://openalex.org/C171250308,0.4034844636917114
https://openalex.org/W3113317199,https://openalex.org/C78519656,0.38970574736595154
https://openalex.org/W3113317199,https://openalex.org/C41008148,0.3795930743217468
https://openalex.org/W3113317199,https://openalex.org/C127413603,0.35890716314315796
https://openalex.org/W2337155942,https://openalex.org/C98045186,0.5584518313407898
https://openalex.org/W2337155942,https://openalex.org/C9652623,0.5565796494483948
https://openalex.org/W2337155942,https://openalex.org/C16443162,0.48985740542411804
https://openalex.org/W2337155942,https://openalex.org/C144024400,0.4447854459285736
https://openalex.org/W2337155942,https://openalex.org/C207267971,0.4134725332260132
https://openalex.org/W2337155942,https://openalex.org/C145420912,0.3680662512779236
https://openalex.org/W2337155942,https://openalex.org/C154945302,0.3513493537902832
https://openalex.org/W2337155942,https://openalex.org/C36289849,0.33104223012924194
https://openalex.org/W2337155942,https://openalex.org/C55587333,0.3245786428451538
https://openalex.org/W2337155942,https://openalex.org/C41008148,0.3066067099571228
https://openalex.org/W2910707576,https://openalex.org/C71924100,0.7794869542121887
https://openalex.org/W2910707576,https://openalex.org/C2779328685,0.6062837839126587
https://openalex.org/W2910707576,https://openalex.org/C2779473830,0.416762113571167
https://openalex.org/W2910707576,https://openalex.org/C545542383,0.38839441537857056
https://openalex.org/W2910707576,https://openalex.org/C2522767166,0.3743117153644562
https://openalex.org/W3033928040,https://openalex.org/C41008148,0.6420224905014038
https://openalex.org/W3033928040,https://openalex.org/C2779820595,0.597248911857605
https://openalex.org/W3033928040,https://openalex.org/C154945302,0.5526087880134583
https://openalex.org/W3033928040,https://openalex.org/C58166,0.5423032641410828
https://openalex.org/W3033928040,https://openalex.org/C58328972,0.5286344289779663
https://openalex.org/W3033928040,https://openalex.org/C178911571,0.4988210201263428
https://openalex.org/W3033928040,https://openalex.org/C138331895,0.48854097723960876
https://openalex.org/W3033928040,https://openalex.org/C119857082,0.46087056398391724
https://openalex.org/W3033928040,https://openalex.org/C79158427,0.42736172676086426
https://openalex.org/W3033928040,https://openalex.org/C109718341,0.4117383360862732
https://openalex.org/W3033928040,https://openalex.org/C2522767166,0.3887757658958435
https://openalex.org/W2969912247,https://openalex.org/C139807058,0.6795966625213623
https://openalex.org/W2969912247,https://openalex.org/C9652623,0.6653721332550049
https://openalex.org/W2969912247,https://openalex.org/C41008148,0.6625156998634338
